,st,st binned,gender,education,income,policy type,vehicle class,customer lifetime value,monthly premium auto,number of open complaints,total claim amount
6531,oregon,north west,male,high school or below,66371.0,personal auto,suv,10010.14003,125.0,0.0,43.098747
6532,california,west region,male,bachelor,35300.0,personal auto,four-door car,26305.41541,74.0,0.0,225.518065
6533,california,west region,female,doctor,67735.0,corporate auto,four-door car,7096.598526,88.0,0.0,3.4637
6534,california,west region,male,college,98879.0,personal auto,four-door car,2859.799774,73.0,1.0,108.667642
6535,oregon,north west,male,high school or below,0.0,corporate auto,suv,29589.94128,108.0,0.0,777.6
6536,oregon,north west,male,master,72885.0,personal auto,suv,9667.129686,124.0,2.0,233.676034
6537,oregon,north west,female,bachelor,26378.0,personal auto,four-door car,21941.85759,70.0,1.0,147.795699
6538,oregon,north west,male,bachelor,67798.0,personal auto,four-door car,5548.031892,69.0,0.0,331.2
6539,washington,east,female,master,41275.0,personal auto,four-door car,7752.933281,96.0,0.0,41.122303
6540,california,west region,male,college,39646.0,personal auto,four-door car,2769.72527,70.0,0.0,279.714859
6541,oregon,north west,male,high school or below,71868.0,corporate auto,four-door car,2545.070274,65.0,0.0,312.0
6542,oregon,north west,female,high school or below,59107.0,personal auto,suv,8629.329351,107.0,0.0,480.521227
6543,arizona,central,male,bachelor,0.0,personal auto,four-door car,4915.39018,70.0,0.0,504.0
6544,arizona,central,female,college,36428.0,personal auto,suv,4896.562733,124.0,0.0,559.412583
6545,nevada,central,female,doctor,93284.0,personal auto,two-door car,4013.959621,99.0,0.0,475.2
6546,oregon,north west,female,college,34612.0,special auto,four-door car,10834.86984,91.0,1.0,655.2
6547,arizona,central,female,high school or below,76157.0,personal auto,two-door car,4669.22664,116.0,0.0,556.8
6548,oregon,north west,male,college,0.0,personal auto,two-door car,29577.28414,106.0,0.0,763.2
6549,nevada,central,male,high school or below,17109.0,personal auto,two-door car,9259.729948,62.0,0.0,297.6
6550,california,west region,female,college,29539.0,personal auto,four-door car,6300.440231,85.0,0.0,408.0
6551,oregon,north west,male,college,49539.0,personal auto,two-door car,6031.518652,79.0,0.0,286.938064
6552,california,west region,female,high school or below,0.0,corporate auto,four-door car,2300.334605,66.0,1.0,475.2
6553,oregon,north west,male,college,25352.0,special auto,sports car,6863.124573,173.0,0.0,830.4
6554,oregon,north west,male,college,63223.0,personal auto,two-door car,2797.759849,71.0,0.0,397.622116
6555,nevada,central,male,bachelor,18505.0,personal auto,four-door car,4479.494223,66.0,4.0,316.8
6556,california,west region,female,college,91485.0,personal auto,suv,4571.509384,114.0,0.0,392.925712
6557,oregon,north west,female,college,18690.0,personal auto,four-door car,6104.501453,80.0,0.0,18.192921
6558,washington,east,male,college,0.0,personal auto,two-door car,3297.904615,91.0,0.0,655.2
6559,arizona,central,female,bachelor,69819.0,personal auto,four-door car,2639.982596,66.0,0.0,21.00736
6560,california,west region,male,bachelor,25708.0,personal auto,four-door car,13780.48818,118.0,0.0,566.4
6561,nevada,central,male,doctor,33738.0,personal auto,two-door car,3702.63121,95.0,0.0,541.755353
6562,arizona,central,female,bachelor,75845.0,personal auto,four-door car,5789.352696,72.0,0.0,73.848672
6563,nevada,central,male,high school or below,83392.0,personal auto,suv,13464.60289,112.0,0.0,523.688037
6564,california,west region,female,bachelor,0.0,personal auto,two-door car,6331.338496,87.0,0.0,94.714302
6565,california,west region,male,college,76375.0,personal auto,four-door car,3838.113442,96.0,0.0,138.423414
6566,oregon,north west,male,college,0.0,personal auto,four-door car,11274.91011,114.0,0.0,820.8
6567,california,west region,male,college,32330.0,corporate auto,four-door car,6052.003301,79.0,1.0,379.2
6568,california,west region,female,bachelor,85689.0,corporate auto,four-door car,33451.7935,92.0,0.0,237.946822
6569,arizona,central,female,bachelor,0.0,personal auto,suv,5611.926939,158.0,0.0,1137.6
6570,arizona,central,female,college,39507.0,corporate auto,two-door car,5607.253592,70.0,0.0,283.743206
6571,california,west region,female,bachelor,22373.0,personal auto,suv,8835.159206,112.0,0.0,419.750892
6572,california,west region,female,college,20217.0,personal auto,four-door car,3796.547659,96.0,2.0,513.306893
6573,oregon,north west,male,bachelor,19245.0,personal auto,suv,3936.785538,106.0,0.0,508.8
6574,arizona,central,female,high school or below,17774.0,personal auto,suv,37150.82945,108.0,0.0,116.257094
6575,oregon,north west,male,bachelor,80355.0,corporate auto,two-door car,4815.532839,62.0,1.0,83.390706
6576,arizona,central,male,bachelor,65099.0,special auto,four-door car,2853.370449,73.0,2.0,350.4
6577,oregon,north west,male,bachelor,0.0,personal auto,two-door car,2467.459952,73.0,0.0,525.6
6578,washington,east,male,master,23401.0,personal auto,four-door car,5200.22777,66.0,0.0,316.8
6579,oregon,north west,female,high school or below,0.0,personal auto,four-door car,4594.263722,63.0,1.0,139.331764
6580,arizona,central,male,college,0.0,personal auto,suv,8586.662939,118.0,0.0,566.4
6581,california,west region,female,bachelor,38692.0,personal auto,four-door car,4091.934934,102.0,0.0,502.443591
6582,california,west region,female,master,97131.0,personal auto,four-door car,5181.620895,64.0,0.0,307.2
6583,oregon,north west,female,bachelor,78046.0,personal auto,suv,14230.3242,119.0,2.0,759.119999
6584,arizona,central,male,bachelor,82225.0,personal auto,two-door car,2446.664534,61.0,0.0,292.8
6585,california,west region,female,high school or below,0.0,personal auto,four-door car,4758.564558,64.0,0.0,607.733606
6586,nevada,central,male,college,21144.0,personal auto,two-door car,6645.928117,86.0,0.0,391.446775
6587,oregon,north west,female,high school or below,36645.0,corporate auto,four-door car,8717.851882,112.0,0.0,614.082146
6588,nevada,central,male,high school or below,31842.0,special auto,suv,4110.620178,108.0,0.0,406.348084
6589,california,west region,female,master,0.0,corporate auto,sports car,9810.407902,131.0,0.0,628.8
6590,oregon,north west,female,college,75090.0,personal auto,four-door car,4993.025273,63.0,1.0,101.34165
6591,oregon,north west,female,bachelor,0.0,personal auto,four-door car,4463.607161,62.0,0.0,567.343266
6592,oregon,north west,female,high school or below,72014.0,personal auto,four-door car,2895.213818,72.0,0.0,188.204234
6593,arizona,central,male,high school or below,13512.0,personal auto,two-door car,3185.17031,92.0,0.0,441.6
6594,oregon,north west,male,high school or below,75909.0,special auto,sports car,9343.198788,117.0,0.0,561.6
6595,oregon,north west,female,high school or below,18884.0,personal auto,four-door car,7296.535053,64.0,0.0,307.2
6596,arizona,central,male,high school or below,0.0,personal auto,two-door car,5568.947534,79.0,1.0,407.440238
6597,oregon,north west,female,bachelor,0.0,corporate auto,four-door car,7627.026893,74.0,1.0,807.279979
6598,nevada,central,male,college,26802.0,corporate auto,two-door car,4636.54647,66.0,1.0,316.8
6599,california,west region,female,college,99839.0,personal auto,four-door car,5329.12883,66.0,0.0,468.203397
6600,california,west region,female,college,24186.0,personal auto,four-door car,2478.235474,64.0,0.0,307.2
6601,california,west region,male,college,46971.0,corporate auto,four-door car,5522.769962,69.0,0.0,120.109061
6602,oregon,north west,female,bachelor,0.0,personal auto,four-door car,8586.528213,83.0,0.0,483.577807
6603,oregon,north west,female,bachelor,0.0,personal auto,sports car,8104.503269,117.0,1.0,842.4
6604,arizona,central,male,bachelor,0.0,personal auto,two-door car,2356.702311,69.0,0.0,496.8
6605,oregon,north west,female,college,0.0,personal auto,four-door car,2004.350666,66.0,4.0,316.8
6606,nevada,central,male,bachelor,26790.0,personal auto,two-door car,2810.464447,71.0,0.0,340.8
6607,arizona,central,male,college,0.0,special auto,four-door car,2379.614363,71.0,0.0,747.107317
6608,arizona,central,male,bachelor,16258.0,personal auto,two-door car,2410.105206,64.0,0.0,307.2
6609,california,west region,male,college,91169.0,personal auto,two-door car,2544.969754,65.0,0.0,139.745936
6610,california,west region,male,college,0.0,corporate auto,four-door car,10153.88899,90.0,0.0,432.0
6611,california,west region,male,bachelor,25905.0,personal auto,four-door car,2300.691547,63.0,0.0,302.4
6612,oregon,north west,male,high school or below,44577.0,personal auto,suv,10145.44091,131.0,0.0,640.491537
6613,oregon,north west,male,high school or below,53021.0,personal auto,four-door car,2599.04158,68.0,4.0,326.4
6614,oregon,north west,male,high school or below,56980.0,personal auto,two-door car,6689.022728,84.0,0.0,599.000883
6615,california,west region,female,college,97719.0,personal auto,four-door car,2721.589169,67.0,0.0,318.660896
6616,arizona,central,male,bachelor,49530.0,personal auto,four-door car,7524.88292,63.0,0.0,278.24204
6617,arizona,central,male,master,56233.0,corporate auto,four-door car,9487.721906,79.0,0.0,558.746277
6618,nevada,central,female,high school or below,79140.0,corporate auto,four-door car,5977.78537,74.0,0.0,487.930161
6619,arizona,central,female,bachelor,13088.0,personal auto,four-door car,6411.117312,82.0,0.0,393.6
6620,arizona,central,female,high school or below,73601.0,personal auto,four-door car,2944.180861,73.0,0.0,339.938915
6621,california,west region,female,bachelor,31517.0,personal auto,two-door car,6685.797205,84.0,2.0,604.8
6622,oregon,north west,male,college,0.0,personal auto,two-door car,4692.660787,69.0,0.0,549.271947
6623,california,west region,male,high school or below,0.0,personal auto,four-door car,4502.667305,69.0,2.0,496.8
6624,california,west region,male,high school or below,42148.0,personal auto,suv,16504.96173,104.0,0.0,366.978793
6625,oregon,north west,female,high school or below,0.0,personal auto,suv,9460.17545,133.0,0.0,1443.455106
6626,washington,east,female,high school or below,23769.0,personal auto,four-door car,7931.722181,69.0,0.0,470.097411
6627,arizona,central,female,high school or below,0.0,personal auto,suv,7974.390276,109.0,0.0,523.2
6628,oregon,north west,female,doctor,22241.0,personal auto,four-door car,5054.334903,63.0,0.0,343.159148
6629,arizona,central,female,bachelor,23550.0,personal auto,four-door car,5657.806998,72.0,0.0,222.751524
6630,california,west region,female,master,0.0,personal auto,luxury car,14917.33495,190.0,0.0,1368.0
6631,california,west region,male,high school or below,71024.0,corporate auto,four-door car,13046.65319,65.0,1.0,266.640638
6632,oregon,north west,female,bachelor,71644.0,corporate auto,suv,38410.59556,105.0,0.0,504.0
6633,california,west region,female,master,50363.0,personal auto,four-door car,5069.071361,63.0,0.0,12.744774
6634,california,west region,female,bachelor,92914.0,personal auto,sports car,10978.7834,136.0,0.0,979.2
6635,washington,east,male,college,16645.0,personal auto,suv,39769.55524,117.0,0.0,696.9628
6636,california,west region,male,college,0.0,personal auto,four-door car,6559.34766,94.0,0.0,451.2
6637,washington,east,female,bachelor,22814.0,personal auto,four-door car,5749.883799,73.0,0.0,360.773462
6638,oregon,north west,male,bachelor,22828.0,personal auto,suv,16473.16905,106.0,0.0,508.8
6639,california,west region,male,high school or below,51066.0,personal auto,four-door car,5780.182197,74.0,0.0,787.993313
6640,oregon,north west,male,college,68507.0,personal auto,suv,26200.83423,110.0,0.0,140.196942
6641,arizona,central,female,college,0.0,personal auto,four-door car,3272.010846,87.0,0.0,626.4
6642,arizona,central,male,college,37929.0,corporate auto,four-door car,4682.249396,61.0,0.0,120.436587
6643,california,west region,male,bachelor,89285.0,personal auto,four-door car,6496.197101,81.0,0.0,109.032565
6644,oregon,north west,female,high school or below,98235.0,personal auto,four-door car,7446.812516,93.0,0.0,377.422029
6645,oregon,north west,female,bachelor,23650.0,personal auto,four-door car,4549.337013,61.0,2.0,14.095914
6646,california,west region,female,bachelor,90167.0,corporate auto,suv,5200.076742,131.0,0.0,523.733793
6647,oregon,north west,male,high school or below,64669.0,personal auto,sports car,10594.13249,131.0,0.0,628.8
6648,washington,east,male,bachelor,65083.0,personal auto,four-door car,3059.282091,77.0,0.0,369.6
6649,oregon,north west,female,bachelor,0.0,corporate auto,suv,8181.715637,109.0,0.0,523.2
6650,oregon,north west,male,college,60462.0,personal auto,four-door car,2697.328799,68.0,1.0,216.934983
6651,california,west region,female,college,0.0,corporate auto,four-door car,10369.3874,69.0,0.0,454.3585
6652,arizona,central,male,doctor,36631.0,personal auto,four-door car,2491.317024,62.0,0.0,67.530904
6653,oregon,north west,female,high school or below,40308.0,corporate auto,sports car,5396.372449,136.0,0.0,652.8
6654,oregon,north west,female,bachelor,0.0,corporate auto,four-door car,4652.886703,64.0,1.0,307.2
6655,arizona,central,male,bachelor,0.0,corporate auto,suv,9015.915395,130.0,0.0,936.0
6656,oregon,north west,male,high school or below,85067.0,personal auto,four-door car,7857.357595,65.0,0.0,256.242825
6657,california,west region,female,high school or below,0.0,personal auto,four-door car,6763.181497,64.0,0.0,460.8
6658,washington,east,male,college,97750.0,personal auto,four-door car,15695.53941,65.0,0.0,303.002922
6659,oregon,north west,female,doctor,38704.0,personal auto,four-door car,5219.199247,65.0,0.0,9.716628
6660,california,west region,female,bachelor,76731.0,personal auto,four-door car,2582.408525,64.0,0.0,201.455005
6661,california,west region,female,college,57446.0,personal auto,four-door car,7653.283759,64.0,0.0,77.451706
6662,california,west region,male,bachelor,0.0,personal auto,two-door car,4966.736817,73.0,0.0,525.6
6663,california,west region,female,high school or below,96768.0,personal auto,four-door car,8927.134298,111.0,2.0,2.549986
6664,california,west region,male,bachelor,0.0,corporate auto,two-door car,21423.63723,65.0,0.0,312.0
6665,arizona,central,male,bachelor,0.0,corporate auto,suv,15481.25277,180.0,3.0,1296.0
6666,oregon,north west,female,college,0.0,personal auto,suv,8714.922135,118.0,0.0,566.4
6667,california,west region,male,master,77265.0,special auto,two-door car,5577.237773,69.0,0.0,170.689399
6668,oregon,north west,female,high school or below,48736.0,personal auto,suv,8860.654206,111.0,0.0,285.84958
6669,washington,east,female,high school or below,0.0,corporate auto,suv,13450.95561,126.0,0.0,907.2
6670,california,west region,female,high school or below,0.0,personal auto,two-door car,6464.417095,89.0,0.0,640.8
6671,nevada,central,female,high school or below,0.0,personal auto,two-door car,3876.772694,108.0,0.0,1099.233361
6672,arizona,central,female,high school or below,46667.0,corporate auto,suv,10103.65572,129.0,1.0,59.526095
6673,washington,east,male,high school or below,71600.0,personal auto,two-door car,4996.552721,63.0,0.0,46.158117
